Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Day,Order Month,Order Year,month_no,Month,year,Profit Margin,Discount Amount,Sales Per Unit
OD4636,Ravi,Bakery,Cakes,Viluppuram,2018-08-07,West,1285,0.31,514.0,Tamil Nadu,7,8,2018,8,August,2018,40.0,398.35,1862.32
OD4638,Sharon,Snacks,Noodles,Chennai,2015-09-08,West,901,0.18,261.29,Tamil Nadu,8,9,2015,9,September,2015,29.0,162.18,1098.78
OD4641,Yusuf,Beverages,Soft Drinks,Salem,2017-11-07,West,851,0.14,51.06,Tamil Nadu,7,11,2017,11,November,2017,6.0,119.14,989.53
OD4642,Sheeba,"Eggs, Meat & Fish",Chicken,Perambalur,2017-09-11,West,931,0.24,335.16,Tamil Nadu,11,9,2017,9,September,2017,36.0,223.44,1225.0
OD4643,Yusuf,Snacks,Cookies,Dharmapuri,2015-10-04,West,867,0.26,190.74,Tamil Nadu,4,10,2015,10,October,2015,22.0,225.42,1171.62
OD4648,Shah,Snacks,Cookies,Tirunelveli,2018-07-08,West,1752,0.23,385.44,Tamil Nadu,8,7,2018,7,July,2018,22.0,402.96,2275.32
OD4649,Sundar,Snacks,Cookies,Kanyakumari,2016-12-01,West,2165,0.22,194.85,Tamil Nadu,1,12,2016,12,December,2016,9.0,476.3,2775.64
OD4650,Roshan,Bakery,Breads & Buns,Namakkal,2016-08-02,West,1777,0.14,408.71,Tamil Nadu,2,8,2016,8,August,2016,23.0,248.78,2066.28
OD4655,Harish,"Eggs, Meat & Fish",Fish,Madurai,2018-09-09,West,2285,0.14,388.45,Tamil Nadu,9,9,2018,9,September,2018,17.0,319.9,2656.98
OD4657,Hafiz,Bakery,Cakes,Dindigul,2015-12-08,West,597,0.11,119.4,Tamil Nadu,8,12,2015,12,December,2015,20.0,65.67,670.79
OD4659,Arvind,Fruits & Veggies,Fresh Fruits,Coimbatore,2018-06-08,West,2061,0.27,370.98,Tamil Nadu,8,6,2018,6,June,2018,18.0,556.47,2823.29
OD4663,Vidya,Beverages,Health Drinks,Ooty,2016-10-02,West,1343,0.21,335.75,Tamil Nadu,2,10,2016,10,October,2016,25.0,282.03,1700.0
OD4665,Jackson,Oil & Masala,Edible Oil & Ghee,Tirunelveli,2016-12-11,West,1742,0.31,661.96,Tamil Nadu,11,12,2016,12,December,2016,38.0,540.02,2524.64
OD4673,Malik,Fruits & Veggies,Organic Fruits,Dindigul,2015-11-04,West,1122,0.25,415.14,Tamil Nadu,4,11,2015,11,November,2015,37.0,280.5,1496.0
OD4676,Yusuf,Food Grains,Organic Staples,Dharmapuri,2016-11-02,West,1062,0.17,74.34,Tamil Nadu,2,11,2016,11,November,2016,7.0,180.54,1279.52
OD4680,Shree,Bakery,Breads & Buns,Ramanadhapuram,2018-08-07,West,1729,0.34,743.47,Tamil Nadu,7,8,2018,8,August,2018,43.0,587.86,2619.7
OD4681,Veena,"Eggs, Meat & Fish",Mutton,Salem,2018-08-07,West,513,0.19,138.51,Tamil Nadu,7,8,2018,8,August,2018,27.0,97.47,633.33
OD4684,Amrish,Snacks,Cookies,Bodi,2018-12-05,West,701,0.1,126.18,Tamil Nadu,5,12,2018,12,December,2018,18.0,70.1,778.89
OD4685,Jonas,Oil & Masala,Masalas,Pudukottai,2017-09-10,West,1536,0.35,460.8,Tamil Nadu,10,9,2017,9,September,2017,30.0,537.6,2363.08
OD4686,Shah,Bakery,Biscuits,Vellore,2017-09-10,West,1541,0.19,77.05,Tamil Nadu,10,9,2017,9,September,2017,5.0,292.79,1902.47
OD4687,Hussain,Food Grains,Dals & Pulses,Virudhunagar,2017-12-10,West,884,0.35,141.44,Tamil Nadu,10,12,2017,12,December,2017,16.0,309.4,1360.0
OD4688,Krithika,Food Grains,Organic Staples,Dharmapuri,2017-07-08,West,2269,0.34,839.53,Tamil Nadu,8,7,2017,7,July,2017,37.0,771.46,3437.88
OD4690,Aditi,Beverages,Health Drinks,Pudukottai,2017-12-06,West,900,0.12,54.0,Tamil Nadu,6,12,2017,12,December,2017,6.0,108.0,1022.73
OD4692,James,Snacks,Cookies,Virudhunagar,2016-05-12,West,712,0.33,85.44,Tamil Nadu,12,5,2016,5,May,2016,12.0,234.96,1062.69
OD4694,Kumar,Oil & Masala,Spices,Chennai,2015-08-09,West,1305,0.1,587.25,Tamil Nadu,9,8,2015,8,August,2015,45.0,130.5,1450.0
OD4698,Ridhesh,Oil & Masala,Spices,Salem,2016-12-11,West,966,0.23,67.62,Tamil Nadu,11,12,2016,12,December,2016,7.0,222.18,1254.55
OD4699,Vince,Oil & Masala,Masalas,Bodi,2016-12-11,West,2141,0.16,942.04,Tamil Nadu,11,12,2016,12,December,2016,44.0,342.56,2548.81
OD4704,Veena,Snacks,Noodles,Chennai,2015-03-10,West,2076,0.1,373.68,Tamil Nadu,10,3,2015,3,March,2015,18.0,207.6,2306.67
OD4706,Kumar,"Eggs, Meat & Fish",Chicken,Chennai,2018-09-07,West,1337,0.1,147.07,Tamil Nadu,7,9,2018,9,September,2018,11.0,133.7,1485.56
OD4707,Hussain,"Eggs, Meat & Fish",Chicken,Karur,2015-12-08,West,1568,0.33,360.64,Tamil Nadu,8,12,2015,12,December,2015,23.0,517.44,2340.3
OD4709,Roshan,Beverages,Soft Drinks,Dindigul,2016-08-10,West,1514,0.1,439.06,Tamil Nadu,10,8,2016,8,August,2016,29.0,151.4,1682.22
OD4711,Jonas,"Eggs, Meat & Fish",Eggs,Cumbum,2015-03-10,West,1541,0.16,431.48,Tamil Nadu,10,3,2015,3,March,2015,28.0,246.56,1834.52
OD4715,Rumaiza,Food Grains,Rice,Vellore,2017-04-10,West,2462,0.28,246.2,Tamil Nadu,10,4,2017,4,April,2017,10.0,689.36,3419.44
OD4716,Sudeep,Food Grains,Dals & Pulses,Theni,2018-11-07,West,1791,0.35,483.57,Tamil Nadu,7,11,2018,11,November,2018,27.0,626.85,2755.38
OD4719,Sudeep,Beverages,Soft Drinks,Namakkal,2017-09-12,West,2433,0.32,340.62,Tamil Nadu,12,9,2017,9,September,2017,14.0,778.56,3577.94
OD4722,Muneer,Food Grains,Rice,Bodi,2015-07-12,West,2050,0.14,389.5,Tamil Nadu,12,7,2015,7,July,2015,19.0,287.0,2383.72
OD4723,Ravi,Beverages,Soft Drinks,Pudukottai,2018-05-06,West,841,0.11,285.94,Tamil Nadu,6,5,2018,5,May,2018,34.0,92.51,944.94
OD4726,Verma,Bakery,Breads & Buns,Krishnagiri,2016-12-11,West,578,0.22,138.72,Tamil Nadu,11,12,2016,12,December,2016,24.0,127.16,741.03
OD4727,Amy,Bakery,Breads & Buns,Madurai,2018-03-08,West,2279,0.31,592.54,Tamil Nadu,8,3,2018,3,March,2018,26.0,706.49,3302.9
OD4729,Sharon,Beverages,Soft Drinks,Bodi,2018-03-09,West,2438,0.11,365.7,Tamil Nadu,9,3,2018,3,March,2018,15.0,268.18,2739.33
OD4730,Ram,Beverages,Health Drinks,Bodi,2018-11-11,West,530,0.21,121.9,Tamil Nadu,11,11,2018,11,November,2018,23.0,111.3,670.89
OD4732,Adavan,Oil & Masala,Spices,Nagercoil,2018-09-02,West,1988,0.11,357.84,Tamil Nadu,2,9,2018,9,September,2018,18.0,218.68,2233.71
OD4735,Yadav,Fruits & Veggies,Organic Vegetables,Viluppuram,2016-11-08,West,508,0.16,127.0,Tamil Nadu,8,11,2016,11,November,2016,25.0,81.28,604.76
OD4736,Sheeba,Beverages,Health Drinks,Viluppuram,2018-09-01,West,611,0.3,140.53,Tamil Nadu,1,9,2018,9,September,2018,23.0,183.3,872.86
OD4739,Vinne,Bakery,Breads & Buns,Vellore,2015-12-08,West,2094,0.31,104.7,Tamil Nadu,8,12,2015,12,December,2015,5.0,649.14,3034.78
OD4740,Amy,Food Grains,Organic Staples,Dindigul,2016-12-06,West,1569,0.29,282.42,Tamil Nadu,6,12,2016,12,December,2016,18.0,455.01,2209.86
OD4743,Adavan,Beverages,Soft Drinks,Theni,2015-11-01,West,2100,0.34,651.0,Tamil Nadu,1,11,2015,11,November,2015,31.0,714.0,3181.82
OD4745,Krithika,Beverages,Soft Drinks,Ooty,2015-12-08,West,1632,0.24,603.84,Tamil Nadu,8,12,2015,12,December,2015,37.0,391.68,2147.37
OD4746,Jonas,"Eggs, Meat & Fish",Eggs,Salem,2016-12-06,West,537,0.34,150.36,Tamil Nadu,6,12,2016,12,December,2016,28.0,182.58,813.64
OD4747,Yadav,Bakery,Cakes,Chennai,2016-09-05,West,1282,0.33,179.48,Tamil Nadu,5,9,2016,9,September,2016,14.0,423.06,1913.43
OD4749,Shree,"Eggs, Meat & Fish",Eggs,Bodi,2018-12-05,West,2060,0.14,206.0,Tamil Nadu,5,12,2018,12,December,2018,10.0,288.4,2395.35
OD4750,Amy,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2018-08-12,West,2062,0.34,927.9,Tamil Nadu,12,8,2018,8,August,2018,45.0,701.08,3124.24
OD4753,Sharon,Oil & Masala,Spices,Madurai,2016-12-06,West,883,0.22,247.24,Tamil Nadu,6,12,2016,12,December,2016,28.0,194.26,1132.05
OD4754,Suresh,Bakery,Biscuits,Krishnagiri,2018-10-02,West,2018,0.18,787.02,Tamil Nadu,2,10,2018,10,October,2018,39.0,363.24,2460.98
OD4755,Ramesh,Beverages,Soft Drinks,Namakkal,2018-10-02,West,777,0.16,194.25,Tamil Nadu,2,10,2018,10,October,2018,25.0,124.32,925.0
OD4760,Rumaiza,Fruits & Veggies,Organic Fruits,Coimbatore,2016-11-02,West,723,0.27,79.53,Tamil Nadu,2,11,2016,11,November,2016,11.0,195.21,990.41
OD4761,Muneer,Oil & Masala,Edible Oil & Ghee,Tenkasi,2015-11-07,West,605,0.11,260.15,Tamil Nadu,7,11,2015,11,November,2015,43.0,66.55,679.78
OD4763,Yusuf,Fruits & Veggies,Fresh Vegetables,Viluppuram,2015-08-09,West,2199,0.13,615.72,Tamil Nadu,9,8,2015,8,August,2015,28.0,285.87,2527.59
OD4765,Roshan,Food Grains,Dals & Pulses,Trichy,2017-12-06,West,1857,0.17,148.56,Tamil Nadu,6,12,2017,12,December,2017,8.0,315.69,2237.35
OD4767,Vinne,Fruits & Veggies,Organic Fruits,Virudhunagar,2015-09-10,West,1107,0.23,221.4,Tamil Nadu,10,9,2015,9,September,2015,20.0,254.61,1437.66
OD4768,Haseena,Fruits & Veggies,Fresh Fruits,Coimbatore,2015-12-08,West,670,0.31,107.2,Tamil Nadu,8,12,2015,12,December,2015,16.0,207.7,971.01
OD4771,Shree,"Eggs, Meat & Fish",Eggs,Perambalur,2017-07-08,West,2094,0.33,167.52,Tamil Nadu,8,7,2017,7,July,2017,8.0,691.02,3125.37
OD4775,Amrish,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2018-01-03,West,1249,0.29,399.68,Tamil Nadu,3,1,2018,1,January,2018,32.0,362.21,1759.15
OD4777,Ganesh,Snacks,Cookies,Cumbum,2016-12-06,West,1844,0.25,811.36,Tamil Nadu,6,12,2016,12,December,2016,44.0,461.0,2458.67
OD4780,Vinne,Snacks,Cookies,Krishnagiri,2017-11-11,West,717,0.11,186.42,Tamil Nadu,11,11,2017,11,November,2017,26.0,78.87,805.62
OD4783,Krithika,Oil & Masala,Masalas,Tirunelveli,2017-11-03,West,1934,0.26,212.74,Tamil Nadu,3,11,2017,11,November,2017,11.0,502.84,2613.51
OD4785,Amrish,"Eggs, Meat & Fish",Chicken,Bodi,2018-04-01,West,562,0.24,151.74,Tamil Nadu,1,4,2018,4,April,2018,27.0,134.88,739.47
OD4786,Adavan,Fruits & Veggies,Organic Fruits,Dharmapuri,2017-06-11,West,2270,0.2,885.3,Tamil Nadu,11,6,2017,6,June,2017,39.0,454.0,2837.5
OD4788,Esther,Snacks,Noodles,Vellore,2018-06-08,West,2355,0.18,894.9,Tamil Nadu,8,6,2018,6,June,2018,38.0,423.9,2871.95
OD4790,Amy,Snacks,Chocolates,Perambalur,2017-07-08,West,2352,0.25,1058.4,Tamil Nadu,8,7,2017,7,July,2017,45.0,588.0,3136.0
OD4793,Vince,"Eggs, Meat & Fish",Fish,Karur,2017-07-08,West,616,0.23,215.6,Tamil Nadu,8,7,2017,7,July,2017,35.0,141.68,800.0
OD4794,Arutra,"Eggs, Meat & Fish",Mutton,Krishnagiri,2015-12-08,West,1482,0.3,652.08,Tamil Nadu,8,12,2015,12,December,2015,44.0,444.6,2117.14
OD4795,Ram,Fruits & Veggies,Fresh Fruits,Chennai,2017-11-12,West,876,0.31,122.64,Tamil Nadu,12,11,2017,11,November,2017,14.0,271.56,1269.57
OD4796,Roshan,Snacks,Noodles,Ramanadhapuram,2015-08-09,West,533,0.13,143.91,Tamil Nadu,9,8,2015,8,August,2015,27.0,69.29,612.64
OD4798,James,Fruits & Veggies,Organic Fruits,Karur,2017-11-12,West,1955,0.17,762.45,Tamil Nadu,12,11,2017,11,November,2017,39.0,332.35,2355.42
OD4800,Sundar,Oil & Masala,Masalas,Kanyakumari,2018-10-02,West,886,0.21,212.64,Tamil Nadu,2,10,2018,10,October,2018,24.0,186.06,1121.52
OD4804,Anu,Food Grains,Atta & Flour,Namakkal,2016-12-11,Central,1838,0.14,716.82,Tamil Nadu,11,12,2016,12,December,2016,39.0,257.32,2137.21
OD4805,Amrish,Oil & Masala,Masalas,Viluppuram,2017-10-01,Central,734,0.35,110.1,Tamil Nadu,1,10,2017,10,October,2017,15.0,256.9,1129.23
OD4806,Vidya,Bakery,Breads & Buns,Tenkasi,2017-11-10,Central,856,0.3,325.28,Tamil Nadu,10,11,2017,11,November,2017,38.0,256.8,1222.86
OD4808,Ridhesh,Beverages,Soft Drinks,Tenkasi,2017-09-05,Central,1391,0.1,403.39,Tamil Nadu,5,9,2017,9,September,2017,29.0,139.1,1545.56
OD4810,Sheeba,Food Grains,Dals & Pulses,Bodi,2017-09-11,Central,2283,0.14,1027.35,Tamil Nadu,11,9,2017,9,September,2017,45.0,319.62,2654.65
OD4811,Willams,Oil & Masala,Masalas,Viluppuram,2016-12-11,Central,1745,0.2,296.65,Tamil Nadu,11,12,2016,12,December,2016,17.0,349.0,2181.25
OD4814,Sudha,Oil & Masala,Spices,Ooty,2018-08-01,Central,1643,0.26,246.45,Tamil Nadu,1,8,2018,8,August,2018,15.0,427.18,2220.27
OD4816,Jackson,"Eggs, Meat & Fish",Mutton,Coimbatore,2018-11-11,Central,1115,0.17,289.9,Tamil Nadu,11,11,2018,11,November,2018,26.0,189.55,1343.37
OD4819,Ram,Fruits & Veggies,Fresh Fruits,Tenkasi,2018-08-07,Central,2293,0.21,183.44,Tamil Nadu,7,8,2018,8,August,2018,8.0,481.53,2902.53
OD4821,Shah,Fruits & Veggies,Organic Vegetables,Ramanadhapuram,2018-06-05,Central,870,0.19,374.1,Tamil Nadu,5,6,2018,6,June,2018,43.0,165.3,1074.07
OD4823,Sabeela,Bakery,Biscuits,Pudukottai,2015-07-11,Central,2245,0.32,269.4,Tamil Nadu,11,7,2015,7,July,2015,12.0,718.4,3301.47
OD4826,Esther,Oil & Masala,Masalas,Viluppuram,2017-12-04,East,2395,0.35,862.2,Tamil Nadu,4,12,2017,12,December,2017,36.0,838.25,3684.62
OD4829,Veena,Snacks,Cookies,Virudhunagar,2015-12-01,East,505,0.21,35.35,Tamil Nadu,1,12,2015,12,December,2015,7.0,106.05,639.24
OD4831,Jonas,Beverages,Health Drinks,Dharmapuri,2016-08-09,East,2414,0.19,772.48,Tamil Nadu,9,8,2016,8,August,2016,32.0,458.66,2980.25
OD4837,Vidya,Snacks,Chocolates,Ramanadhapuram,2015-07-11,East,1046,0.1,397.48,Tamil Nadu,11,7,2015,7,July,2015,38.0,104.6,1162.22
OD4838,Harish,Snacks,Chocolates,Krishnagiri,2017-11-07,East,2023,0.18,161.84,Tamil Nadu,7,11,2017,11,November,2017,8.0,364.14,2467.07
OD4839,Kumar,Beverages,Soft Drinks,Kanyakumari,2016-08-09,East,1304,0.25,352.08,Tamil Nadu,9,8,2016,8,August,2016,27.0,326.0,1738.67
OD4842,Muneer,"Eggs, Meat & Fish",Fish,Perambalur,2017-11-07,East,1646,0.33,213.98,Tamil Nadu,7,11,2017,11,November,2017,13.0,543.18,2456.72
OD4843,James,Beverages,Soft Drinks,Cumbum,2018-12-02,East,1949,0.25,857.56,Tamil Nadu,2,12,2018,12,December,2018,44.0,487.25,2598.67
OD4845,Anu,Beverages,Health Drinks,Chennai,2016-08-09,East,1405,0.2,351.25,Tamil Nadu,9,8,2016,8,August,2016,25.0,281.0,1756.25
OD4847,Veena,Bakery,Breads & Buns,Tenkasi,2016-12-07,East,815,0.34,154.85,Tamil Nadu,7,12,2016,12,December,2016,19.0,277.1,1234.85
OD4850,Kumar,"Eggs, Meat & Fish",Fish,Pudukottai,2015-07-06,East,2420,0.34,847.0,Tamil Nadu,6,7,2015,7,July,2015,35.0,822.8,3666.67
OD4851,Jackson,Bakery,Breads & Buns,Madurai,2018-12-07,East,1570,0.32,675.1,Tamil Nadu,7,12,2018,12,December,2018,43.0,502.4,2308.82
OD4852,Sharon,Beverages,Soft Drinks,Theni,2018-07-07,East,1417,0.27,637.65,Tamil Nadu,7,7,2018,7,July,2018,45.0,382.59,1941.1
OD4854,Sudha,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2016-10-05,East,2273,0.13,295.49,Tamil Nadu,5,10,2016,10,October,2016,13.0,295.49,2612.64
OD4855,Roshan,Snacks,Noodles,Virudhunagar,2017-05-03,East,2250,0.3,675.0,Tamil Nadu,3,5,2017,5,May,2017,30.0,675.0,3214.29
OD4856,Yusuf,Bakery,Cakes,Namakkal,2018-07-07,East,1828,0.35,712.92,Tamil Nadu,7,7,2018,7,July,2018,39.0,639.8,2812.31
OD4859,Peer,Food Grains,Dals & Pulses,Kanyakumari,2017-05-03,East,929,0.22,167.22,Tamil Nadu,3,5,2017,5,May,2017,18.0,204.38,1191.03
OD4862,Sharon,Food Grains,Dals & Pulses,Chennai,2018-07-07,East,2258,0.29,361.28,Tamil Nadu,7,7,2018,7,July,2018,16.0,654.82,3180.28
OD4863,Muneer,Oil & Masala,Masalas,Pudukottai,2018-12-08,East,1173,0.15,480.93,Tamil Nadu,8,12,2018,12,December,2018,41.0,175.95,1380.0
OD4865,Adavan,Food Grains,Atta & Flour,Ooty,2018-06-01,East,1180,0.17,70.8,Tamil Nadu,1,6,2018,6,June,2018,6.0,200.6,1421.69
OD4866,Amrish,Oil & Masala,Masalas,Vellore,2015-05-08,East,828,0.17,256.68,Tamil Nadu,8,5,2015,5,May,2015,31.0,140.76,997.59
OD4871,Ravi,Beverages,Soft Drinks,Salem,2017-05-03,East,666,0.33,219.78,Tamil Nadu,3,5,2017,5,May,2017,33.0,219.78,994.03
OD4874,Malik,Oil & Masala,Masalas,Virudhunagar,2017-06-06,South,524,0.14,31.44,Tamil Nadu,6,6,2017,6,June,2017,6.0,73.36,609.3
OD4875,Komal,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2017-06-06,South,1795,0.12,107.7,Tamil Nadu,6,6,2017,6,June,2017,6.0,215.4,2039.77
OD4876,Shah,Snacks,Noodles,Virudhunagar,2017-11-05,South,2075,0.23,622.5,Tamil Nadu,5,11,2017,11,November,2017,30.0,477.25,2694.81
OD4880,Hafiz,Bakery,Biscuits,Virudhunagar,2017-06-06,South,1613,0.28,419.38,Tamil Nadu,6,6,2017,6,June,2017,26.0,451.64,2240.28
OD4882,Veena,Bakery,Breads & Buns,Coimbatore,2015-08-12,South,994,0.34,377.72,Tamil Nadu,12,8,2015,8,August,2015,38.0,337.96,1506.06
OD4885,Amy,"Eggs, Meat & Fish",Mutton,Krishnagiri,2017-08-09,South,1242,0.29,558.9,Tamil Nadu,9,8,2017,8,August,2017,45.0,360.18,1749.3
OD4888,Anu,Fruits & Veggies,Organic Fruits,Krishnagiri,2018-08-01,South,2415,0.22,869.4,Tamil Nadu,1,8,2018,8,August,2018,36.0,531.3,3096.15
OD4891,Ridhesh,Bakery,Cakes,Ooty,2017-06-09,South,1539,0.11,430.92,Tamil Nadu,9,6,2017,6,June,2017,28.0,169.29,1729.21
OD4896,Aditi,Food Grains,Organic Staples,Salem,2015-10-05,West,998,0.13,269.46,Tamil Nadu,5,10,2015,10,October,2015,27.0,129.74,1147.13
OD4903,Veronica,Oil & Masala,Edible Oil & Ghee,Trichy,2016-05-03,West,2226,0.16,511.98,Tamil Nadu,3,5,2016,5,May,2016,23.0,356.16,2650.0
OD4908,Haseena,"Eggs, Meat & Fish",Chicken,Viluppuram,2017-11-03,West,2432,0.34,267.52,Tamil Nadu,3,11,2017,11,November,2017,11.0,826.88,3684.85
OD4909,Arvind,Food Grains,Organic Staples,Cumbum,2017-12-03,West,2283,0.13,890.37,Tamil Nadu,3,12,2017,12,December,2017,39.0,296.79,2624.14
OD4911,Esther,"Eggs, Meat & Fish",Fish,Tenkasi,2016-12-12,West,1531,0.27,275.58,Tamil Nadu,12,12,2016,12,December,2016,18.0,413.37,2097.26
OD4916,Muneer,Fruits & Veggies,Fresh Fruits,Nagercoil,2016-10-01,West,600,0.25,120.0,Tamil Nadu,1,10,2016,10,October,2016,20.0,150.0,800.0
OD4917,Arvind,Beverages,Soft Drinks,Salem,2018-09-07,West,1928,0.1,674.8,Tamil Nadu,7,9,2018,9,September,2018,35.0,192.8,2142.22
OD4919,Esther,"Eggs, Meat & Fish",Chicken,Cumbum,2016-10-02,West,1408,0.18,126.72,Tamil Nadu,2,10,2016,10,October,2016,9.0,253.44,1717.07
OD4926,Krithika,Bakery,Breads & Buns,Bodi,2018-09-07,West,1160,0.27,243.6,Tamil Nadu,7,9,2018,9,September,2018,21.0,313.2,1589.04
OD4927,Ravi,Food Grains,Dals & Pulses,Madurai,2016-10-02,West,1306,0.34,261.2,Tamil Nadu,2,10,2016,10,October,2016,20.0,444.04,1978.79
OD4932,Alan,Snacks,Cookies,Dindigul,2017-11-03,West,1271,0.25,190.65,Tamil Nadu,3,11,2017,11,November,2017,15.0,317.75,1694.67
OD4933,Ridhesh,Food Grains,Atta & Flour,Krishnagiri,2016-04-04,Central,885,0.1,203.55,Tamil Nadu,4,4,2016,4,April,2016,23.0,88.5,983.33
OD4934,Alan,Food Grains,Rice,Namakkal,2016-04-04,Central,1412,0.31,127.08,Tamil Nadu,4,4,2016,4,April,2016,9.0,437.72,2046.38
OD4935,Komal,Fruits & Veggies,Organic Fruits,Ooty,2018-09-07,Central,1549,0.34,77.45,Tamil Nadu,7,9,2018,9,September,2018,5.0,526.66,2346.97
OD4939,Sabeela,Food Grains,Rice,Krishnagiri,2016-12-11,Central,1653,0.14,247.95,Tamil Nadu,11,12,2016,12,December,2016,15.0,231.42,1922.09
OD4941,Haseena,Bakery,Breads & Buns,Viluppuram,2017-10-01,Central,2223,0.27,689.13,Tamil Nadu,1,10,2017,10,October,2017,31.0,600.21,3045.21
OD4943,Sundar,Fruits & Veggies,Fresh Vegetables,Karur,2018-04-10,Central,2498,0.24,224.82,Tamil Nadu,10,4,2018,4,April,2018,9.0,599.52,3286.84
OD4950,Sabeela,"Eggs, Meat & Fish",Eggs,Viluppuram,2017-06-04,East,2230,0.24,691.3,Tamil Nadu,4,6,2017,6,June,2017,31.0,535.2,2934.21
OD4958,Sundar,Food Grains,Dals & Pulses,Cumbum,2017-05-08,East,502,0.27,225.9,Tamil Nadu,8,5,2017,5,May,2017,45.0,135.54,687.67
OD4960,Jonas,"Eggs, Meat & Fish",Chicken,Perambalur,2015-10-03,East,2042,0.18,408.4,Tamil Nadu,3,10,2015,10,October,2015,20.0,367.56,2490.24
OD4962,Vinne,Snacks,Chocolates,Ooty,2016-12-06,East,700,0.24,70.0,Tamil Nadu,6,12,2016,12,December,2016,10.0,168.0,921.05
OD4963,Amrish,Snacks,Cookies,Karur,2015-10-10,East,1638,0.2,196.56,Tamil Nadu,10,10,2015,10,October,2015,12.0,327.6,2047.5
OD4966,Shah,Fruits & Veggies,Organic Vegetables,Perambalur,2017-02-07,South,2465,0.19,1084.6,Tamil Nadu,7,2,2017,2,February,2017,44.0,468.35,3043.21
OD4969,Aditi,Bakery,Breads & Buns,Theni,2015-10-08,South,1345,0.19,564.9,Tamil Nadu,8,10,2015,10,October,2015,42.0,255.55,1660.49
OD4970,Yadav,Fruits & Veggies,Organic Fruits,Theni,2018-05-06,South,1061,0.24,318.3,Tamil Nadu,6,5,2018,5,May,2018,30.0,254.64,1396.05
OD4971,Sudha,Fruits & Veggies,Organic Fruits,Theni,2017-07-08,South,2473,0.25,717.17,Tamil Nadu,8,7,2017,7,July,2017,29.0,618.25,3297.33
OD4974,Sudha,Beverages,Soft Drinks,Namakkal,2017-12-01,South,2423,0.16,533.06,Tamil Nadu,1,12,2017,12,December,2017,22.0,387.68,2884.52
OD4979,Yusuf,Oil & Masala,Masalas,Dindigul,2017-12-11,West,1541,0.2,600.99,Tamil Nadu,11,12,2017,12,December,2017,39.0,308.2,1926.25
OD4981,Alan,Food Grains,Dals & Pulses,Tirunelveli,2016-04-05,West,2484,0.16,869.4,Tamil Nadu,5,4,2016,4,April,2016,35.0,397.44,2957.14
OD4982,Adavan,Oil & Masala,Spices,Madurai,2016-11-02,West,917,0.17,183.4,Tamil Nadu,2,11,2016,11,November,2016,20.0,155.89,1104.82
OD4985,Vidya,Oil & Masala,Masalas,Karur,2017-09-04,West,1532,0.32,91.92,Tamil Nadu,4,9,2017,9,September,2017,6.0,490.24,2252.94
OD4986,Muneer,Food Grains,Atta & Flour,Viluppuram,2018-09-11,West,2261,0.34,972.23,Tamil Nadu,11,9,2018,9,September,2018,43.0,768.74,3425.76
OD4991,Aditi,"Eggs, Meat & Fish",Fish,Kanyakumari,2017-03-03,Central,1868,0.26,616.44,Tamil Nadu,3,3,2017,3,March,2017,33.0,485.68,2524.32
OD4992,Yadav,Oil & Masala,Edible Oil & Ghee,Ooty,2016-10-12,Central,726,0.34,36.3,Tamil Nadu,12,10,2016,10,October,2016,5.0,246.84,1100.0
OD4993,Vidya,Bakery,Cakes,Dindigul,2015-09-07,Central,723,0.3,72.3,Tamil Nadu,7,9,2015,9,September,2015,10.0,216.9,1032.86
OD4994,Aditi,"Eggs, Meat & Fish",Mutton,Chennai,2016-10-12,Central,2226,0.23,200.34,Tamil Nadu,12,10,2016,10,October,2016,9.0,511.98,2890.91
OD4997,Aditi,Fruits & Veggies,Fresh Fruits,Cumbum,2018-09-10,Central,894,0.18,232.44,Tamil Nadu,10,9,2018,9,September,2018,26.0,160.92,1090.24
OD4999,Muneer,Fruits & Veggies,Organic Vegetables,Chennai,2018-12-09,Central,1794,0.17,699.66,Tamil Nadu,9,12,2018,12,December,2018,39.0,304.98,2161.45
OD5000,Arutra,Snacks,Cookies,Kanyakumari,2018-09-10,Central,2280,0.28,820.8,Tamil Nadu,10,9,2018,9,September,2018,36.0,638.4,3166.67
OD5002,Veena,Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-08-03,Central,536,0.22,209.04,Tamil Nadu,3,8,2017,8,August,2017,39.0,117.92,687.18
OD5006,Vidya,Snacks,Chocolates,Trichy,2016-07-12,Central,1053,0.29,442.26,Tamil Nadu,12,7,2016,7,July,2016,42.0,305.37,1483.1
OD5007,Alan,Beverages,Soft Drinks,Chennai,2015-09-02,Central,932,0.15,316.88,Tamil Nadu,2,9,2015,9,September,2015,34.0,139.8,1096.47
OD5013,Peer,"Eggs, Meat & Fish",Fish,Karur,2015-07-12,Central,1431,0.2,286.2,Tamil Nadu,12,7,2015,7,July,2015,20.0,286.2,1788.75
OD5015,Peer,"Eggs, Meat & Fish",Fish,Karur,2016-07-12,Central,864,0.25,86.4,Tamil Nadu,12,7,2016,7,July,2016,10.0,216.0,1152.0
